ID,FirstName,LastName,Gender,Email,Department,ManagerEmail,Laptop,Monitor,Headset,CreatedDate,UpdatedDate
d78f5859-258c-406d-9827-e66b3602395f,Michael,Gonzales,M,michael.gonzales@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2020-04-30,2021-04-17
c589b24b-4fc7-4260-af7d-719cd5da6283,Jerry,Walker,M,jerry.walker@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,True,2023-04-05,2023-12-07
47c32b07-6b1b-486c-9788-88925ec18959,Abigail,Ramirez,F,abigail.ramirez@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,False,True,2020-12-18,2021-04-12
64176268-6a77-43b1-827b-4f21ab3aa109,Deborah,Morgan,F,deborah.morgan@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,False,2019-03-27,2020-02-13
5ef7d7ee-738b-4452-98dc-d1e44ec0c4c0,Benjamin,Allen,M,benjamin.allen@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2018-10-19,2019-08-13
18670377-0adb-48f8-9901-90ad9323ea24,Shirley,White,F,shirley.white@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,True,2023-08-31,2024-08-11
67503c4d-a029-4498-a78f-ba5d8a7fd50e,Catherine,Gray,F,catherine.gray@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2024-05-30,2024-08-12
db143fbd-fd32-4a59-a485-3b3d5251456c,Steven,Foster,M,steven.foster@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,False,2021-08-06,2022-02-25
dea56993-27a7-4877-9429-cf48b422bc66,Maria,Nguyen,F,maria.nguyen@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2018-08-17,2018-11-25
affb4f60-4ab8-4a74-a6ea-ec0065f5d9de,Arthur,Butler,M,arthur.butler@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2021-08-20,2022-05-06
d4fe8eda-3f50-4816-b1e7-9d2b1aea2f6e,Elizabeth,Allen,F,elizabeth.allen@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2022-12-03,2023-02-06
baa9d4ee-8b50-42c4-b34b-f67d1140b096,Gerald,Ward,M,gerald.ward@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2021-03-21,2021-08-26
73ba6230-614b-4ddf-a77e-3d02d3c00a7c,Evelyn,Hamilton,F,evelyn.hamilton@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,False,True,2022-06-10,2023-05-23
b60cae56-a322-4dd6-9c7d-e816b6259d0f,Diane,Jenkins,F,diane.jenkins@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,False,2022-06-16,2023-04-30
80eeaff7-5f8f-4964-a669-1838790222ee,Benjamin,Jordan,M,benjamin.jordan@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,False,2023-05-01,2023-06-25
3c5d2da9-ea32-4c65-b1a8-cda49a5b9d7f,James,Miller,M,james.miller@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,False,2024-02-14,2025-01-10
53df7bd2-1ef2-424c-835e-5d96d4e2b227,Andrea,Torres,F,andrea.torres@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2023-10-10,2024-01-05
8a6538ed-b0a7-40ee-8e43-11c7aba9b181,Theresa,Sanders,F,theresa.sanders@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2019-09-23,2019-09-25
17377f33-2e69-4b2e-87cd-843bf0423b07,Mary,Barnes,F,mary.barnes@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2024-03-26,2025-02-01
3bc6d687-7e73-4b82-b48d-099a65c758f2,John,Nguyen,M,john.nguyen@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,True,2022-03-14,2023-01-03
e3d2d056-346a-4937-87a3-6a73a6ff271e,Bruce,Lewis,M,bruce.lewis@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,False,2020-12-25,2021-01-07
fa80c040-f93a-43ad-b4b5-578559972668,Joshua,Phillips,M,joshua.phillips@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,True,2021-05-01,2021-12-05
9dd9894b-5e69-4fe0-a4bc-e10f7c486ced,Leonard,Bennett,M,leonard.bennett@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2019-03-27,2019-09-08
63b189f0-017e-449a-97c3-3ea3823c0b08,Alexander,Harris,M,alexander.harris@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,False,2019-03-22,2020-03-02
a3217eb2-737f-47b4-8c4d-c104d46f582e,Gary,Graham,M,gary.graham@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2024-10-23,2025-07-26
94f12732-ce70-4586-924d-dab7c3e53337,Bruce,Gonzales,M,bruce.gonzales@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,False,2023-02-26,2023-09-14
54397f36-6304-4336-a9dd-5431e255de64,Willie,Hill,M,willie.hill@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2022-10-06,2023-01-07
c24863bf-464c-4e1c-bc42-79f15f35abdf,Sarah,Roberts,F,sarah.roberts@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,False,2021-01-25,2021-12-02
b70d7a00-cf0a-4cce-aed2-d94d93dcc840,Cheryl,Ortiz,F,cheryl.ortiz@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",False,True,2021-03-18,2021-05-28
3f586639-ad18-47f7-a0e3-9593a8e5991c,George,Barnes,M,george.barnes@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2021-11-10,2022-01-24
dfaba022-e86b-41fb-8b58-4bc0854d2e3d,Eugene,Baker,M,eugene.baker@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2021-05-05,2021-07-16
23669e71-5489-4ead-83a9-36172d59474b,Jeffrey,Powell,M,jeffrey.powell@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2019-04-25,2019-12-20
98edec02-f6df-431c-912d-7ae2023c46f4,Carol,Ruiz,F,carol.ruiz@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",False,True,2018-09-19,2018-12-05
bca24b5a-0b03-45fb-b37d-0c09cee05e7a,Samuel,Patterson,M,samuel.patterson@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2022-02-19,2022-12-12
27f2d0b2-53b9-4ad9-b368-962cd0dbf8a9,Pamela,Allen,F,pamela.allen@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,True,2021-07-13,2022-05-14
cf131c58-42d4-4f45-9e01-a78c9a4434f1,Heather,Hughes,F,heather.hughes@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2019-11-04,2020-08-30
58645c38-8f1c-4498-8704-373600f76137,Edward,Reynolds,M,edward.reynolds@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,False,False,2021-11-19,2022-10-24
7d844a4d-624e-41c0-9d8a-6912712d54c1,Victor,Graham,M,victor.graham@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2021-09-04,2021-11-29
a7d77747-70ce-4105-991c-83a744bc5ef7,Edward,Kelly,M,edward.kelly@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2018-07-30,2019-07-26
0516e0c4-6f89-49d7-9c3e-946207bc44c9,Helen,Baker,F,helen.baker@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,False,2020-11-19,2021-02-22
b6b8c2c6-ec42-4d3e-8b5b-3b9824e6b775,Abigail,Carter,F,abigail.carter@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2020-12-13,2021-03-06
8a8c3997-cd40-43f3-bd87-9e69d7ba4061,Douglas,Adams,M,douglas.adams@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,False,2023-01-30,2023-04-24
fb7c7a5d-99ca-47d9-adeb-62292b70ae1e,Natalie,Stewart,F,natalie.stewart@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,True,2022-10-06,2023-01-13
084cd687-017f-4b8d-bc2e-15ec371c075f,Tyler,Chavez,M,tyler.chavez@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",False,True,2023-03-18,2023-10-03
d1577776-0668-4895-8108-ce865d72c6be,Danielle,Chavez,F,danielle.chavez@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2024-03-19,2024-07-31
61c35cff-8d07-4223-a8cb-6c1cc6f6c061,Julia,Gutierrez,F,julia.gutierrez@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2020-06-28,2021-03-14
c49e78fc-409a-4d19-9f46-fff83df9da0a,Frances,Lee,F,frances.lee@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2022-07-19,2022-12-12
b5033942-af8c-475a-828d-5c40585beb23,Brittany,Morris,F,brittany.morris@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,False,2020-06-12,2020-12-14
c8bda936-c5d6-4f37-8edc-2b4d200f47ad,David,Miller,M,david.miller@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",False,True,2024-05-18,2024-07-23
91040bbc-3253-442e-8792-6fb164f874dd,Judy,Cox,F,judy.cox@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2024-09-04,2025-01-02
e2efd88c-8931-4611-8d75-214e57be3a23,Jack,Turner,M,jack.turner@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,False,True,2022-06-12,2023-03-14
6b7026bc-56f2-476c-b5e2-910369d98461,Noah,Gonzales,M,noah.gonzales@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,False,2024-09-06,2025-08-22
8a971349-033b-49f3-90c9-fff99beeebf3,Scott,Patterson,M,scott.patterson@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,False,2019-06-26,2020-04-23
700033b7-8922-4c43-9661-21f7849480f2,Kevin,Barnes,M,kevin.barnes@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2022-08-05,2023-01-09
c938d24f-c949-49bb-9dc5-be7b8adf4e9f,Eric,Sanchez,M,eric.sanchez@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2024-06-13,2024-07-27
70809b91-e5e7-4089-8f88-65a66680587f,Hannah,Cooper,F,hannah.cooper@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,False,2020-09-09,2021-03-06
006357c8-d36b-463f-9e5e-2c325560b204,Elijah,Jones,M,elijah.jones@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,False,2024-12-10,2025-01-12
5db1ea1b-b58f-41b1-99e1-07b4441c0e1f,Dylan,Anderson,M,dylan.anderson@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,False,2022-12-15,2023-10-31
9ed27e05-f188-44b9-9e0a-71f74a8379fd,Sara,Richardson,F,sara.richardson@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,False,True,2022-08-26,2022-12-21
107b8316-fbe7-40e3-9ec7-e9c3f939aca0,Wayne,Alvarez,M,wayne.alvarez@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,False,True,2024-05-02,2025-01-17
65dbf5b8-0dc9-42f9-bf07-0658717671b2,Noah,Hamilton,M,noah.hamilton@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,True,2019-05-31,2020-04-28
2e253a25-320d-4242-97fb-6489c1c3821f,Helen,Gonzales,F,helen.gonzales@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2022-01-08,2022-08-21
c17f05e2-1513-4199-b9a7-1264af40c002,Larry,Hall,M,larry.hall@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2018-11-16,2019-01-16
f56e6666-09ef-46b5-a7f0-097b0c796096,Joshua,Nelson,M,joshua.nelson@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2021-11-21,2021-12-28
4878319a-ef9e-44ba-bc84-741e4719365b,Timothy,Mitchell,M,timothy.mitchell@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,False,2023-12-05,2024-02-13
9ee0279e-fcaf-48fb-a634-ce3f8d86373e,Michelle,Long,F,michelle.long@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2020-05-10,2020-10-01
9d502878-cbbb-4213-8360-dd5364081cab,Jennifer,Gray,F,jennifer.gray@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2019-01-21,2019-03-25
bf1ebfc1-07ee-4612-8a62-11a4e9a6b977,Joe,Jenkins,M,joe.jenkins@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2022-08-18,2023-06-08
b8fdea97-9831-4f76-9f47-4557c4fa3924,Jose,Murphy,M,jose.murphy@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,False,2022-05-29,2022-06-24
438e28a4-8e62-4470-87fa-04c2d1e991f7,Jennifer,Sullivan,F,jennifer.sullivan@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,False,True,2020-07-02,2021-05-26
bd75181d-38cf-4572-aac3-d1319157bcf5,Jack,Hughes,M,jack.hughes@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2021-08-10,2022-07-21
9da3a93e-1f04-43ff-a4d5-36fe6fdefc53,Brandon,Anderson,M,brandon.anderson@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,False,True,2023-07-16,2024-01-15
0697c309-67a8-442e-bf65-08c013dcd035,Ashley,Campbell,F,ashley.campbell@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,False,False,2022-04-22,2022-05-26
692e25c4-98a3-4f44-ab33-d7b57885cd83,Jean,Nelson,F,jean.nelson@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,False,2023-11-02,2023-12-07
edd64126-276f-4d9c-8889-824350d72c48,Bobby,Richardson,M,bobby.richardson@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2021-01-08,2021-11-21
fb3169b8-ba72-4a14-9ced-46375ad5d179,Emma,Cruz,F,emma.cruz@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2019-04-06,2020-02-27
90e3aa12-3e08-42b3-b601-acfe6df5dc4e,Walter,Martin,M,walter.martin@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,False,True,2019-08-25,2020-05-31
eb3f5c05-8bc9-4a23-8124-ff53d4175b43,Deborah,Lewis,F,deborah.lewis@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,True,2020-10-27,2021-01-28
2e335ba6-8c54-441e-b468-74ed91e03359,Marcus,Diaz,M,marcus.diaz@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2018-04-25,2019-03-26
fb94f9df-c16a-43aa-a33f-6c30bcac6a58,Sebastian,Mitchell,M,sebastian.mitchell@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,False,2021-07-24,2022-01-22
f9729b69-7832-4cdf-9fb0-61483dacf6c1,Willie,Rogers,M,willie.rogers@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2022-11-13,2023-08-03
0cb876aa-d595-47b4-858b-4ea4b90c6c69,Bobby,Nelson,M,bobby.nelson@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2024-10-09,2024-12-09
8f5a81f6-567e-4c86-af71-87879b0a3633,Elizabeth,Powell,F,elizabeth.powell@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,True,2022-05-21,2023-01-07
ca0feffe-2326-4ce2-b3d3-3c2c89a2dd10,Timothy,Robinson,M,timothy.robinson@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,True,2020-06-30,2020-09-17
f5734c93-def2-43ac-8fa3-3cf5d1f45cb5,Jesse,Stewart,M,jesse.stewart@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2018-07-12,2018-10-02
d87c4607-4392-4577-a353-b0da885b39c3,Ruth,Kelly,F,ruth.kelly@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,False,2021-01-28,2021-06-12
99eca525-cd62-497f-b0ab-4325d45e4af3,Kevin,Phillips,M,kevin.phillips@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",False,False,2022-01-18,2022-04-20
022b676e-2c77-41dc-ae03-a81c10851722,Bobby,Cox,M,bobby.cox@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2020-08-28,2021-04-01
d06f2b28-7ed5-4c0e-8dd8-ce76bd03c3d9,Brenda,Clark,F,brenda.clark@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,False,True,2020-09-30,2020-12-27
a826d4da-7d91-4f01-b508-460af2a1ac9e,Logan,Moore,M,logan.moore@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2024-09-08,2025-03-30
f12f327c-02d2-4b97-9130-a664ca517a31,Jeffrey,Miller,M,jeffrey.miller@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,False,True,2020-09-21,2021-02-01
e1011356-fb9b-4a99-b747-eb8e3781daee,Judith,Robinson,F,judith.robinson@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,True,2023-04-18,2023-09-19
dd7b1d89-341e-40c5-adeb-33ca7659c445,Kyle,Nelson,M,kyle.nelson@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,False,True,2019-02-25,2019-06-23
fd919e8f-84a8-4272-b84b-0d593b05091d,Stephen,Chavez,M,stephen.chavez@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2024-01-22,2024-01-31
1d72c793-552f-4366-85c4-29e5825206ae,Jordan,Russell,M,jordan.russell@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,False,2018-10-29,2019-10-08
fcc6eae5-e4f9-47e6-b342-1c971d7e29ad,Grace,Cox,F,grace.cox@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2021-08-16,2021-12-15
ae8fe94b-5c6c-41cd-b77d-2846af44d25e,Wayne,Rogers,M,wayne.rogers@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,True,2019-04-06,2019-11-18
ad3df7d8-eca0-4044-9abf-fa816d56e46d,Jordan,Thomas,M,jordan.thomas@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,False,2020-11-08,2020-12-15
a54bdcea-54f4-4f73-8092-9c7087688b15,Timothy,Castillo,M,timothy.castillo@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2021-09-03,2022-02-02
3fd8e955-1b8e-4bbe-8ced-af9ea6d92b76,Roy,Harris,M,roy.harris@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,False,2021-01-30,2021-07-02
ef9c9617-c139-41d2-a886-c3f6fd02c306,Christopher,Graham,M,christopher.graham@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2020-02-18,2020-05-15
ec5280bc-d409-4dcf-a1cc-a8d26af3f7d4,Denise,Diaz,F,denise.diaz@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,True,2024-04-10,2024-11-16
06e80b35-4e87-46ae-829d-3302db5d7237,Dennis,Jordan,M,dennis.jordan@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,True,2020-01-25,2020-03-01
140aea67-b11e-49fe-b51b-a9135153b71d,Joe,Rogers,M,joe.rogers@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,False,2019-10-18,2020-09-06
bbf9fc7d-2f55-4705-9e03-0da449b7b343,Ruth,Diaz,F,ruth.diaz@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,False,2018-02-22,2018-02-22
5ff971b7-1eeb-43ef-86c8-2b1281f3e2f0,Abigail,King,F,abigail.king@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",False,True,2021-06-28,2021-10-07
94c6b149-4f6c-4a5d-89e8-e03e1e03e64a,Carl,Brown,M,carl.brown@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,False,False,2024-10-21,2025-07-28
87350645-ced8-48c2-afd8-e69721e0069c,Rebecca,Richardson,F,rebecca.richardson@company.com,management,matthew.diaz.ceo@company.com,Dell Latitude 7440,True,True,2024-06-20,2025-04-06
4cd34871-0e5c-437d-b4c0-ef36329615c7,Bobby,King,M,bobby.king@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2022-11-02,2023-06-04
16f6fe8c-59d4-48de-896f-b7396fda8cfb,Donna,Sanchez,F,donna.sanchez@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,False,2018-05-30,2019-04-02
eb351876-5e50-45ea-96ff-61a772b40b5e,Carlos,Rodriguez,M,carlos.rodriguez@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,False,False,2022-02-19,2023-01-18
40441663-a750-435a-a780-ee99bbd559ff,Barbara,Murphy,F,barbara.murphy@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",False,True,2018-11-10,2019-09-23
c590ad41-64dd-45c4-8c19-5e25808597b3,Zoe,Vasquez,F,zoe.vasquez@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",True,True,2019-11-22,2019-12-12
420b5650-c1fc-4384-b6ba-bce3ec9d8fd1,Mark,Robinson,M,mark.robinson@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,True,2018-07-02,2019-06-04
18bd4809-26e9-4bcc-9d60-e00515ceb479,Ethan,Rodriguez,M,ethan.rodriguez@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2024-11-14,2025-10-04
899336be-af2d-4226-9b55-e056a1550cef,Christian,Sanders,M,christian.sanders@company.com,management,matthew.diaz.ceo@company.com,Dell XPS 15,True,True,2020-08-17,2020-11-27
fafe84ed-f7ff-438f-b5d8-dc640af7ff2e,Kenneth,Campbell,M,kenneth.campbell@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,False,2020-10-11,2021-07-04
b62da239-f4ee-46bb-b65b-2f2517a2ff02,George,Rodriguez,M,george.rodriguez@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,False,True,2020-07-05,2021-02-17
b1ed82d5-eed2-4864-a5ff-6452cbfa21f8,Billy,Phillips,M,billy.phillips@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 16""",False,True,2019-04-01,2019-08-10
cec5dd13-3d07-476f-9839-aedb1dd8d9c8,Tyler,Scott,M,tyler.scott@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,False,2018-05-28,2018-06-05
b02be4fd-74cc-4bd8-8319-387212db4bc6,Terry,Patel,M,terry.patel@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,False,2023-10-09,2024-09-26
df46592f-df69-49f7-9848-2876233178b0,Sean,Ramos,M,sean.ramos@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,True,False,2021-02-10,2021-05-06
dbec55f4-23f5-407d-b868-a68479a3ee8c,Douglas,Jones,M,douglas.jones@company.com,management,matthew.diaz.ceo@company.com,MacBook Air M2,False,False,2018-04-25,2018-09-08
fe802c6e-b2dd-4417-88b7-50df70440e33,Bryan,Smith,M,bryan.smith@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",False,False,2023-04-21,2023-12-07
f86e0b89-67f6-4b90-9ff5-7c53c158fdeb,Patrick,Brown,M,patrick.brown@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,False,True,2018-10-13,2019-05-10
a2ecc6d3-1127-45ab-9249-c3e52d631520,Cheryl,Henderson,F,cheryl.henderson@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2020-11-06,2021-05-07
8aa1c7f9-5c41-4bd6-8c40-9a26eccf963f,Gregory,Campbell,M,gregory.campbell@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,True,True,2024-11-24,2025-02-22
47925743-f83a-467e-8cf4-9f8fb0d81ca2,Nicole,Castillo,F,nicole.castillo@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2023-09-05,2023-10-17
3b833dd3-a197-46d0-b673-b0363abc6a1e,Alice,Baker,F,alice.baker@company.com,management,matthew.diaz.ceo@company.com,"MacBook Pro 14""",True,True,2020-04-02,2020-07-19
d6f4a181-50fd-4c02-ab62-ecce58245298,Daniel,Jackson,M,daniel.jackson@company.com,management,matthew.diaz.ceo@company.com,HP EliteBook 840,True,True,2023-05-13,2023-09-14
181229bc-5a4a-4022-bbce-b6c23d0ba32d,Steven,Rivera,M,steven.rivera@company.com,management,matthew.diaz.ceo@company.com,ThinkPad T14s,False,True,2020-03-26,2021-01-05
b98c577f-940c-4b54-bc97-8d80c7ce4060,Victor,Patterson,M,victor.patterson@company.com,management,matthew.diaz.ceo@company.com,Surface Laptop 5,True,True,2021-05-07,2021-06-24
4ce4717b-dab3-4caf-ad73-56411c988226,Diane,Myers,F,diane.myers@company.com,management,matthew.diaz.ceo@company.com,ThinkPad X1 Carbon,True,True,2023-11-28,2023-12-29
